Epoch,Base,BatchNorm,GreyWorld,GreyEdge,WhitePatch,FC4
1,4.631554604,4.669241905,4.635944366,4.647973061,4.64044714,4.630888939
2,4.574991703,4.520691395,4.594379902,4.629557133,4.628912926,4.627579689
3,4.40798378,4.268535614,4.417689323,4.525812626,4.627388954,4.628339291
4,4.310426235,4.110566616,4.318160057,4.495025635,4.623369217,4.626857281
5,4.280198097,3.990217447,4.25952673,4.410130024,4.609947205,4.626822948
6,4.229759693,3.876741648,4.208402157,4.404140949,4.473320007,4.626621246
7,4.18670845,3.828717947,4.190485954,4.287232399,4.388352871,4.624946117
8,4.156454086,3.659783602,4.134738922,4.301693916,4.295186996,4.617044926
9,4.101241112,3.568596363,4.063447475,4.238363266,4.250956535,4.531610489
10,4.066848278,3.467906237,3.983507633,4.204846859,4.214536667,4.394841671
11,3.98197937,3.39697957,3.927945614,4.184127808,4.173240185,4.275112152
12,3.928361416,3.332795143,3.813877821,4.168720245,4.119668484,4.237437248
13,3.825264692,3.28853035,3.783787489,4.104020596,4.061404228,4.198175907
14,3.756307364,3.172896624,3.715670586,4.096992016,4.021797657,4.168527126
15,3.671143293,3.091765881,3.671261787,4.050610542,3.988814592,4.085343361
16,3.609176397,3.084451199,3.606734037,3.993375778,3.919299603,3.981222153
17,3.586775541,3.001218796,3.563028336,3.94302249,3.888800621,3.929585934
18,3.517045498,2.930205345,3.466907501,3.918195724,3.819576263,3.828867912
19,3.432753086,2.878483295,3.424179792,3.899296761,3.792784691,3.749928951
20,3.41371727,2.800786257,3.390444756,3.767174482,3.709858179,3.701714754
21,3.390326738,2.731921911,3.348598003,3.69546175,3.621763706,3.628501415
22,3.287827253,2.708144665,3.28424263,3.690417051,3.55625391,3.527137518
23,3.26008749,2.620253325,3.249619007,3.618463516,3.533056259,3.451087713
24,3.178637743,2.60539031,3.194932461,3.573415041,3.449830294,3.404442072
25,3.16931057,2.518886805,3.121690989,3.572867155,3.430103302,3.321284771
26,3.104941368,2.464534521,3.097723007,3.477965117,3.356660843,3.254153013
27,3.051243067,2.417188883,3.109699488,3.416178465,3.323973894,3.235819578
28,3.029947281,2.288944244,3.011072636,3.403553009,3.281646252,3.199304581
29,2.935026646,2.270044327,2.994550467,3.355792046,3.220110893,3.101063013
30,2.943089485,2.247592211,2.914995909,3.28570962,3.165957451,3.065362215
31,2.90055871,2.208167553,2.893029928,3.292888641,3.066599607,2.988519907
32,2.80061698,2.145896912,2.861479521,3.247025967,3.012544155,2.956313133
33,2.757501364,2.201727152,2.815907717,3.197507381,2.978659868,2.917678356
34,2.798008204,2.087067127,2.761092186,3.14772892,2.944726706,2.901084185
35,2.680540562,2.032596827,2.759060621,3.051202297,2.894057751,2.781312466
36,2.658120394,1.962990522,2.653670549,3.120328903,2.821662903,2.754186392
37,2.623556614,2.009692669,2.609325171,2.979991436,2.769397259,2.749251127
38,2.557962656,1.83303237,2.606286764,2.968131304,2.771102667,2.702848911
39,2.496054411,1.868986487,2.56469512,2.879542828,2.692014694,2.644118786
40,2.498533726,1.796239018,2.554490089,2.848518133,2.655253172,2.62541604
41,2.448266029,1.822814822,2.469969988,2.821191072,2.589822292,2.548702955
42,2.418566227,1.703967333,2.407700539,2.770243645,2.542901754,2.539043665
43,2.388139009,1.720394254,2.402294636,2.760674953,2.514720678,2.523397207
44,2.27299428,1.740647912,2.353654861,2.660442352,2.504202127,2.460685015
45,2.31709528,1.61430192,2.307661295,2.656150341,2.426312923,2.409379482
46,2.255668879,1.623855472,2.346081018,2.62180686,2.410662889,2.368490458
47,2.273283243,1.544499159,2.211510658,2.614743471,2.383641958,2.421624184
48,2.198816776,1.526151538,2.207595348,2.624566078,2.328766823,2.339214563
49,2.183302879,1.568117619,2.153390169,2.508218765,2.315800905,2.251749039
50,2.141308308,1.488210797,2.138694525,2.553110123,2.248577595,2.274665594
51,2.11217308,1.422668099,2.108226538,2.444209814,2.139428854,2.204699516
52,2.086551905,1.393452883,2.08112216,2.413280964,2.158645391,2.210054398
53,2.033454657,1.408049464,2.032631636,2.355789423,2.141315699,2.092528582
54,1.939065337,1.337243438,2.007844687,2.385744572,2.16671443,2.118901014
55,2.020082474,1.40230906,2.015993118,2.362742424,2.066572666,2.126911402
56,1.908349872,1.276465774,1.912167072,2.271526098,2.08116889,2.022649765
57,1.920142531,1.331303,1.932971358,2.21994257,1.978968501,1.984651923
58,1.931841135,1.22656548,1.942228675,2.261742592,2.002619743,1.951741099
59,1.837144017,1.249994993,1.84680438,2.124315023,1.965211391,1.938061833
60,1.766368866,1.180969834,1.797096014,2.146002293,1.902547002,1.892347813
61,1.857053757,1.216149569,1.808874249,2.15088129,1.91127646,1.887164116
62,1.691286325,1.145248294,1.783713579,1.993730783,1.810902953,1.897304058
63,1.721585393,1.087856531,1.715823889,2.043359756,1.868496537,1.819635272
64,1.724082351,1.11472261,1.79376626,2.007222891,1.782697797,1.797661304
65,1.716482997,1.12889576,1.732458472,1.986146569,1.755158663,1.790118217
66,1.611743808,1.087844968,1.69798851,1.965272069,1.703091383,1.760064125
67,1.609512448,1.066113114,1.657860518,1.949604034,1.709601164,1.7494452
68,1.597824693,1.067391992,1.652270436,1.921737194,1.656151772,1.639933705
69,1.513610959,1.018671989,1.573335767,1.91715157,1.631044865,1.679218888
70,1.526813984,1.016980529,1.56730783,1.839709282,1.627407908,1.633823752
71,1.496328354,0.942021489,1.5015347,1.868730187,1.593968987,1.580441713
72,1.478281498,0.99568069,1.506013393,1.874943733,1.537217498,1.548519373
73,1.371199727,0.958397508,1.480380177,1.788702607,1.472092152,1.471866608
74,1.499418736,1.014578462,1.468178153,1.810677886,1.509431481,1.514992237
75,1.398333192,0.877392769,1.446419597,1.719886303,1.505914927,1.424080133
76,1.382430196,0.874610662,1.360985637,1.680498838,1.423068047,1.458203077
77,1.343538046,0.834650993,1.405233026,1.706701994,1.401040792,1.472062707
78,1.351857901,0.929079831,1.384880662,1.678092003,1.45678246,1.406606197
79,1.300089717,0.8869344,1.303155184,1.637411237,1.310063601,1.361920476
80,1.234812856,0.829646587,1.247110128,1.587174416,1.358473897,1.312055707
81,1.254152179,0.863987446,1.219899654,1.515421271,1.377577782,1.371821284
82,1.260001898,0.825883508,1.238161922,1.568777561,1.371544957,1.370598316
83,1.212571621,0.816027224,1.247005701,1.514367461,1.292564988,1.256339192
84,1.203475595,0.788277745,1.236930847,1.583069086,1.180361271,1.224709988
85,1.187195182,0.905567646,1.200660586,1.477282524,1.309660554,1.200105071
86,1.149192333,0.765004098,1.192797065,1.51418674,1.252083063,1.137470722
87,1.163994431,0.851619899,1.184259057,1.501208901,1.192282081,1.173209906
88,1.119591713,0.746610165,1.135006547,1.472742677,1.193151951,1.149792314
89,1.075806022,0.860070288,1.148619533,1.363521218,1.124698043,1.214241505
90,1.071311712,0.772091746,1.070200562,1.407627821,1.148180127,1.105825543
91,1.053581953,0.742544472,1.148148179,1.362390399,1.161696315,1.132974029
92,1.001177907,0.757024407,1.114426732,1.405037522,1.155486584,1.111034274
93,1.035526633,0.694130599,1.109754205,1.276872754,1.069220781,0.994377077
94,0.991713047,0.744476616,0.957978368,1.23124969,1.079681277,1.07086134
95,0.943013489,0.70982039,1.06401813,1.257585526,1.143944025,1.079482079
96,0.991254807,0.807333708,1.011446238,1.238015532,1.035786271,1.028460264
97,0.92394501,0.80140835,0.951422513,1.262129545,1.044469953,0.969519436
98,0.96781528,0.60261786,1.051804543,1.255960226,0.972046852,1.031003118
99,0.857002616,0.672950327,0.903879941,1.093933821,1.019526839,0.939020395
100,0.959323764,0.732389987,0.964334249,1.178350449,0.9749704,0.896312118
101,0.923855722,0.75873661,0.922035456,1.20540452,0.995766222,0.979090035
102,0.92850852,0.656278014,0.888715088,1.101904273,0.989861846,0.974372208
103,0.967394471,0.675122261,0.823330104,1.121657848,0.932284772,0.898405075
104,0.855235517,0.686950743,0.938182294,1.118209124,0.905431688,0.92312181
105,0.849382281,0.695942342,0.791884959,1.100172877,0.937746286,0.855887294
106,0.896069109,0.781043589,0.881268919,1.086907983,0.962930441,0.851502657
107,0.799588203,0.721170723,0.856944323,1.015109658,0.878211379,0.874983132
108,0.799195111,0.688144088,0.853784204,1.100046515,0.938060284,0.883906841
109,0.83065027,0.556547225,0.839678586,1.051490903,0.887100875,0.801014364
110,0.781157911,0.694225311,0.76282388,1.040024281,0.914336622,0.80480206
111,0.806473017,0.670509577,0.853283882,0.979629219,0.909337819,0.821272671
112,0.820794165,0.610418797,0.786847115,1.064100146,0.88027662,0.798844218
113,0.787859917,0.668708563,0.862601757,0.945168853,0.853937685,0.756323874
114,0.747370422,0.66203928,0.761682212,1.012772202,0.799896479,0.796282411
115,0.772732615,0.6702317,0.790916383,0.899185956,0.943505704,0.84794718
116,0.821872175,0.736373663,0.758025229,0.975101829,0.781470954,0.784910738
117,0.693215728,0.587975502,0.710648179,0.943370402,0.809708953,0.749336839
118,0.817496359,0.615427136,0.811399937,0.90909493,0.761243224,0.821057916
119,0.753312826,0.592978239,0.772644877,0.853284001,0.843728483,0.760553122
120,0.784085751,0.571717203,0.699342132,0.877606094,0.796861708,0.793723524
121,0.673189163,0.6640715,0.701646149,0.889305592,0.709535003,0.722458065
122,0.746106744,0.512098134,0.689995825,0.875686169,0.794469416,0.746899426
123,0.66732657,0.620715022,0.722670555,0.900613368,0.723685682,0.684335768
124,0.66059649,0.560887575,0.783010185,0.851759791,0.737263083,0.667057812
125,0.739756227,0.609929562,0.71680975,0.841071486,0.730751395,0.762119234
126,0.720323741,0.538796842,0.678189516,0.787951529,0.716158509,0.651929259
127,0.681283891,0.640116632,0.721335292,0.895043135,0.6955778,0.701103449
128,0.633910418,0.597230434,0.65072,0.843126416,0.682001829,0.648648202
129,0.698014319,0.562616408,0.716555238,0.747053564,0.682860076,0.65009588
130,0.775728345,0.587417185,0.717496336,0.769951582,0.759702563,0.619566798
131,0.633915484,0.586401522,0.618546188,0.855184376,0.65306288,0.695788205
132,0.683252692,0.609736264,0.648822367,0.677386045,0.724472821,0.658405185
133,0.679662228,0.529353559,0.635023832,0.783222497,0.590787768,0.596708059
134,0.644212663,0.569507718,0.640539885,0.793098629,0.715844631,0.658367217
135,0.654801965,0.580211759,0.618661344,0.691690505,0.568071187,0.636222482
136,0.617388844,0.661828935,0.57952702,0.742340565,0.633644283,0.598977804
137,0.620584249,0.585059047,0.610061884,0.701057076,0.634245753,0.612833321
138,0.586280286,0.569191635,0.664597034,0.707308948,0.702646792,0.675238609
139,0.598363757,0.575869977,0.636978745,0.753326714,0.576184332,0.631320596
140,0.673632562,0.529968977,0.623336136,0.679491937,0.61799711,0.5623281
141,0.569261968,0.572024286,0.608238518,0.715718091,0.609369993,0.544472098
142,0.615519404,0.46833089,0.55641818,0.702525795,0.600286484,0.672789812
143,0.615408719,0.520029604,0.622878194,0.698745251,0.597499192,0.5366081
144,0.605422854,0.571895063,0.494557559,0.698329329,0.602044761,0.581006527
145,0.657912433,0.564077616,0.566435158,0.668115795,0.61884892,0.643050313
146,0.607914686,0.446290553,0.611869395,0.648088515,0.578162849,0.558693647
147,0.566638052,0.640806556,0.505696952,0.644310474,0.567440987,0.653358877
148,0.542601645,0.513192475,0.649232745,0.693440199,0.590483129,0.543354213
149,0.60753262,0.509976804,0.536238253,0.645247519,0.632365763,0.538232088
150,0.645121694,0.450929552,0.564963996,0.648035049,0.583264589,0.539680004
151,0.696520627,0.585601032,0.565828085,0.606639504,0.5410465,0.578460097
152,0.644438267,0.51345855,0.505823731,0.630874872,0.622690797,0.61654526
153,0.587855339,0.566299677,0.497363597,0.701788664,0.616200209,0.530732334
154,0.523626268,0.484997422,0.497010261,0.602352917,0.500344694,0.516331136
155,0.587082326,0.443452656,0.517344296,0.641203523,0.593001544,0.536613405
156,0.480938464,0.516729057,0.593504965,0.575993121,0.541205704,0.559470832
157,0.614053369,0.616703153,0.560930252,0.646077573,0.570273936,0.529148042
158,0.498790175,0.48000294,0.448357612,0.619069219,0.573401809,0.552375972
159,0.56855464,0.507541656,0.580706477,0.599884808,0.552553713,0.588916957
160,0.536248386,0.543967783,0.555199564,0.666000307,0.586835086,0.571855545
161,0.52589637,0.586941004,0.573337674,0.595623374,0.584820926,0.490447283
162,0.645781279,0.435475707,0.493767858,0.688588619,0.534218252,0.531005681
163,0.460008085,0.569247484,0.549271286,0.652323067,0.569706202,0.44094941
164,0.53166759,0.500559568,0.556797028,0.629792213,0.578858376,0.494190991
165,0.547373831,0.492478311,0.464349627,0.588766038,0.499555737,0.484871864
166,0.531259954,0.463908404,0.536210239,0.609969378,0.521727264,0.476593345
167,0.567023814,0.499559879,0.570998907,0.573292375,0.487787604,0.516786575
168,0.416227907,0.541286588,0.524531603,0.614035964,0.494900972,0.531720579
169,0.478241473,0.508014202,0.439516515,0.537034273,0.542005539,0.448096246
170,0.567325294,0.508066952,0.597057343,0.627312839,0.525661469,0.50936687
171,0.395221412,0.511096656,0.513142049,0.539488673,0.433672994,0.487214208
172,0.533920169,0.427071214,0.443487614,0.593166947,0.458310843,0.516238272
173,0.56021142,0.467963904,0.49064362,0.541957736,0.523749352,0.5399189
174,0.514283776,0.529150784,0.557298422,0.572027683,0.555110037,0.45468387
175,0.481852323,0.520026565,0.466376603,0.531124711,0.507267892,0.461057752
176,0.536820292,0.498649806,0.548106313,0.579083025,0.506128609,0.431783736
177,0.532773018,0.503494382,0.452849269,0.517117679,0.449398011,0.491895139
178,0.441612601,0.497276872,0.507003129,0.673182428,0.547024846,0.520799577
179,0.578896523,0.442297339,0.528847277,0.550532997,0.398476571,0.47260794
180,0.457371533,0.615098,0.464041591,0.493011266,0.450740159,0.42645365
181,0.486828119,0.464900732,0.506365061,0.491167337,0.470517397,0.512090623
182,0.470889091,0.4370327,0.396392643,0.513332307,0.484677523,0.509584427
183,0.487891853,0.524435461,0.489004046,0.575124919,0.53873682,0.470008105
184,0.494756073,0.517337918,0.469016641,0.522429168,0.493322283,0.533183813
185,0.49988091,0.563719273,0.426850736,0.559472799,0.471456647,0.379111052
186,0.452152461,0.44744277,0.464360774,0.610937357,0.552965581,0.502222419
187,0.469185412,0.483830124,0.496046752,0.539194822,0.362995446,0.42400834
188,0.493053675,0.539583206,0.504769027,0.552492917,0.491105169,0.463236064
189,0.497759879,0.558164895,0.462544382,0.537470341,0.45965752,0.507199883
190,0.511094332,0.455128402,0.464497268,0.519884229,0.463760376,0.385175824
191,0.510925949,0.401396245,0.470694751,0.552213967,0.448089898,0.466917574
192,0.522832155,0.515665114,0.456165552,0.573117435,0.429844677,0.458898187
193,0.373688668,0.44866401,0.403277904,0.460654289,0.508615792,0.466468304
194,0.467854828,0.508861363,0.511748672,0.556933999,0.462478638,0.473774076
195,0.514491856,0.46946314,0.494870663,0.522880018,0.560566306,0.377786964
196,0.468321472,0.482454032,0.463161021,0.519136727,0.458261937,0.429493576
197,0.501395404,0.415944487,0.420473218,0.484064639,0.48579663,0.420885742
198,0.428121686,0.414029598,0.429107875,0.502573609,0.453003317,0.458696723
199,0.530839443,0.504838288,0.49778375,0.621348143,0.450003862,0.422022015
200,0.477778971,0.502247632,0.490882069,0.468280733,0.490735114,0.394047469
,,,,,,
